car_id,car_number,brand,car_province,chassis_number,car_model,car_cc,car_type,car_sit
001495,กจ7903ปจ,none,none,none,none,none,none,none
001496,กจ7922สข,none,none,none,none,none,none,none
001497,กจ7959กท,none,none,none,none,none,none,none
001498,กจ8107กท,none,none,none,none,none,none,none
001499,กจ8183ฉช,none,none,none,none,none,none,none
001500,กจ8200ฉช,none,none,none,none,none,none,none
001501,กจ821พย,none,none,none,none,none,none,none
001502,กจ8442ปจ,none,none,none,none,none,none,none
001503,กจ8535ปจ,none,none,none,none,none,none,none
001504,กจ8568สพ,none,none,none,none,none,none,none
001505,กจ8636ฉช,none,none,none,none,none,none,none
001506,กจ8731ปข,none,none,none,none,none,none,none
001507,กจ8947พย,none,none,none,none,none,none,none
001508,กจ89กท,none,none,none,none,none,none,none
001509,กจ9288ปข,none,none,none,none,none,none,none
001510,กจ9425รอ,none,none,none,none,none,none,none
001511,กจ9496สร,none,none,none,none,none,none,none
001512,กจ952นฐ,none,none,none,none,none,none,none
001513,กจ9538ลป,none,none,none,none,none,none,none
001514,กจ9637พบ,none,none,none,none,none,none,none
001515,กจ9841พบ,none,none,none,none,none,none,none
001516,กจ9914พย,none,none,none,none,none,none,none
001517,กจ9922กพ,none,none,none,none,none,none,none
001518,กจ9975พบ,none,none,none,none,none,none,none
001519,กฉ1455กท,none,none,none,none,none,none,none
001520,กฉ1455ฉช,none,none,none,none,none,none,none
001521,กฉ156รอ,none,none,none,none,none,none,none
001522,กฉ177อย,none,none,none,none,none,none,none
001523,กฉ1871อย,none,none,none,none,none,none,none
001524,กฉ2191มค,none,none,none,none,none,none,none
001525,กฉ2195พช,none,none,none,none,none,none,none
001526,กฉ2581ฉช,none,none,none,none,none,none,none
001527,กฉ2645พย,none,none,none,none,none,none,none
001528,กฉ2898พย,none,none,none,none,none,none,none
001529,กฉ3074ชบ,none,none,none,none,none,none,none
001530,กฉ3156ฉช,none,none,none,none,none,none,none
001531,กฉ3257อย,none,none,none,none,none,none,none
001532,กฉ328ฉช,none,none,none,none,none,none,none
001533,กฉ348พย,none,none,none,none,none,none,none
001534,กฉ3556พบ,none,none,none,none,none,none,none
001535,กฉ3565ชร,none,none,none,none,none,none,none
001536,กฉ3757กท,none,none,none,none,none,none,none
001537,กฉ38931,none,none,none,none,none,none,none
001538,กฉ3895สพ,none,none,none,none,none,none,none
001539,กฉ3919กท,none,none,none,none,none,none,none
001540,กฉ3946กท,none,none,none,none,none,none,none
001541,กฉ3985รบ,none,none,none,none,none,none,none
001542,กฉ4038นศ,none,none,none,none,none,none,none
001543,กฉ4289ฉช,none,none,none,none,none,none,none
001544,กฉ4303สข,none,none,none,none,none,none,none
001545,กฉ4515พบ,none,none,none,none,none,none,none
001546,กฉ46238,none,none,none,none,none,none,none
001547,กฉ4629อย,none,none,none,none,none,none,none
001548,กฉ494ฉช,none,none,none,none,none,none,none
001549,กฉ5018ชร,none,none,none,none,none,none,none
001550,กฉ5060ฉช,none,none,none,none,none,none,none
001551,กฉ5307ฉช,none,none,none,none,none,none,none
001552,กฉ5378อย,none,none,none,none,none,none,none
001553,กฉ568พบ,none,none,none,none,none,none,none
001554,กฉ5734พบ,none,none,none,none,none,none,none
001555,กฉ5758กบ,none,none,none,none,none,none,none
001556,กฉ6037ฉช,none,none,none,none,none,none,none
001557,กฉ6115กท,none,none,none,none,none,none,none
001558,กฉ6115ปจ,none,none,none,none,none,none,none
001559,กฉ6123พช,none,none,none,none,none,none,none
001560,กฉ6140ฉช,none,none,none,none,none,none,none
001561,กฉ61พบ,none,none,none,none,none,none,none
001562,กฉ6227กท,none,none,none,none,none,none,none
001563,กฉ6703ฉช,none,none,none,none,none,none,none
001564,กฉ6726บร,none,none,none,none,none,none,none
001565,กฉ6796ฉช,none,none,none,none,none,none,none
001566,กฉ6890กท,none,none,none,none,none,none,none
001567,กฉ6890กพ,none,none,none,none,none,none,none
001568,กฉ6924ฉช,none,none,none,none,none,none,none
001569,กฉ6960ฉช,none,none,none,none,none,none,none
001570,กฉ7136พล,none,none,none,none,none,none,none
001571,กฉ7208นฐ,none,none,none,none,none,none,none
001572,กฉ7508กจ,none,none,none,none,none,none,none
001573,กฉ757ฉช,none,none,none,none,none,none,none
001574,กฉ7596พบ,none,none,none,none,none,none,none
001575,กฉ7945สป,none,none,none,none,none,none,none
001576,กฉ7954ฉช,none,none,none,none,none,none,none
001577,กฉ8125ฉช,none,none,none,none,none,none,none
001578,กฉ827พย,none,none,none,none,none,none,none
001579,กฉ8310ตง,none,none,none,none,none,none,none
001580,กฉ8354ปท,none,none,none,none,none,none,none
001581,กฉ8796ฉช,none,none,none,none,none,none,none
001582,กฉ887สพ,none,none,none,none,none,none,none
001583,กฉ9027สร,none,none,none,none,none,none,none
001584,กฉ9043สพ,none,none,none,none,none,none,none
001585,กฉ9341นศ,none,none,none,none,none,none,none
001586,กฉ9498ฉช,none,none,none,none,none,none,none
001587,กฉ9532ฉช,none,none,none,none,none,none,none
001588,กฉ9873สร,none,none,none,none,none,none,none
001589,กญ9511กท,none,none,none,none,none,none,none
001590,กด5175พบ,none,none,none,none,none,none,none
001591,กด5711รอ,none,none,none,none,none,none,none
001592,กด5911ฉช,none,none,none,none,none,none,none
001593,กต1248อบ,none,none,none,none,none,none,none
001594,กต1322ฉช,none,none,none,none,none,none,none
001595,กต1530ฉช,none,none,none,none,none,none,none
001596,กต1820พบ,none,none,none,none,none,none,none
001597,กต1836พบ,none,none,none,none,none,none,none
001598,กต2579นบ,none,none,none,none,none,none,none
001599,กต265กท,none,none,none,none,none,none,none
001600,กต2775ปจ,none,none,none,none,none,none,none
001601,กต3364กท,none,none,none,none,none,none,none
001602,กต3364ฉช,none,none,none,none,none,none,none
001603,กต3858ฉช,none,none,none,none,none,none,none
001604,กต388อย,none,none,none,none,none,none,none
001605,กต3947ฉช,none,none,none,none,none,none,none
001606,กต404พบ,none,none,none,none,none,none,none
001608,กต4271ฉช,none,none,none,none,none,none,none
001609,กต4463ชร,none,none,none,none,none,none,none
001610,กต4645ฉช,none,none,none,none,none,none,none
001611,กต4916กท,none,none,none,none,none,none,none
001612,กต5175กท,none,none,none,none,none,none,none
001613,กต5243ปท,none,none,none,none,none,none,none
001614,กต5301พบ,none,none,none,none,none,none,none
001615,กต5322ฉช,none,none,none,none,none,none,none
001616,กต536กท,none,none,none,none,none,none,none
001617,กต5374ฉช,none,none,none,none,none,none,none
001618,กต5570ฉช,none,none,none,none,none,none,none
001619,กต5676ฉช,none,none,none,none,none,none,none
001620,กต56กท,none,none,none,none,none,none,none
001621,กต58กท,none,none,none,none,none,none,none
001622,กต59กท,none,none,none,none,none,none,none
001623,กต6004กท,none,none,none,none,none,none,none
001624,กต641ฉช,none,none,none,none,none,none,none
001625,กต6854ชร,none,none,none,none,none,none,none
001626,กต7151ลบ,none,none,none,none,none,none,none
001627,กต7360รบ,none,none,none,none,none,none,none
001628,กต77นบ,none,none,none,none,none,none,none
001629,กต819กท,none,none,none,none,none,none,none
001630,กต8546ฉช,none,none,none,none,none,none,none
001631,กต8614กจ,none,none,none,none,none,none,none
001632,กต8881ฉช,none,none,none,none,none,none,none
001633,กต9233ฉช,none,none,none,none,none,none,none
001634,กต9321นฐ,none,none,none,none,none,none,none
001635,กต9706กจ,none,none,none,none,none,none,none
001636,กต9744ฉช,none,none,none,none,none,none,none
001637,กท123กท,none,none,none,none,none,none,none
001638,กท1245ชร,none,none,none,none,none,none,none
001639,กท1342สบ,none,none,none,none,none,none,none
001640,กท13นศ,none,none,none,none,none,none,none
001641,กท1582กท,none,none,none,none,none,none,none
001642,กท1800ฉช,none,none,none,none,none,none,none
001643,กท1812สพ,none,none,none,none,none,none,none
001644,กท1945ฉช,none,none,none,none,none,none,none
001645,กท1995ชร,none,none,none,none,none,none,none
001646,กท2130กท,none,none,none,none,none,none,none
001647,กท2262ฉช,none,none,none,none,none,none,none
001648,กท245กท,none,none,none,none,none,none,none
001649,กท357ชร,none,none,none,none,none,none,none
001650,กท3891ปจ,none,none,none,none,none,none,none
001651,กท4028นบ,none,none,none,none,none,none,none
001652,กท4096ฉช,none,none,none,none,none,none,none
001653,กท4143กท,none,none,none,none,none,none,none
001654,กท456กท,none,none,none,none,none,none,none
001655,กท4679ภก,none,none,none,none,none,none,none
001656,กท5182ฉช,none,none,none,none,none,none,none
001657,กท56กท,none,none,none,none,none,none,none
001658,กท59กท,none,none,none,none,none,none,none
001659,กท6264ชร,none,none,none,none,none,none,none
001660,กท6824ลบ,none,none,none,none,none,none,none
001661,กท7248นศ,none,none,none,none,none,none,none
001662,กท7530ลป,none,none,none,none,none,none,none
001663,กท7830จบ,none,none,none,none,none,none,none
001664,กท7894รย,none,none,none,none,none,none,none
001665,กท8558นฐ,none,none,none,none,none,none,none
001666,กท85กท,none,none,none,none,none,none,none
001667,กท89กจ,none,none,none,none,none,none,none
001668,กท9016อย,none,none,none,none,none,none,none
001669,กท9058ขก,none,none,none,none,none,none,none
001670,กท9074ลป,none,none,none,none,none,none,none
001671,กท9113กท,none,none,none,none,none,none,none
001672,กท9496กท,none,none,none,none,none,none,none
001673,กท9496ลบ,none,none,none,none,none,none,none
001674,กท9627ชร,none,none,none,none,none,none,none
001675,กท9644ฉช,none,none,none,none,none,none,none
001676,กท9707อย,none,none,none,none,none,none,none
001677,กท9766ฉช,none,none,none,none,none,none,none
001678,กธ1043รบ,none,none,none,none,none,none,none
001679,กธ115นฐ,none,none,none,none,none,none,none
001680,กธ2086นฐ,none,none,none,none,none,none,none
001681,กธ2446ลบ,none,none,none,none,none,none,none
001682,กธ2628อย,none,none,none,none,none,none,none
001683,กธ3116ฉช,none,none,none,none,none,none,none
001684,กธ3484ลบ,none,none,none,none,none,none,none
001685,กธ3794นศ,none,none,none,none,none,none,none
001686,กธ3830นศ,none,none,none,none,none,none,none
001687,กธ38รย,none,none,none,none,none,none,none
001688,กธ4124รบ,none,none,none,none,none,none,none
001689,กธ4245รย,none,none,none,none,none,none,none
001690,กธ441ฉช,none,none,none,none,none,none,none
001691,กธ5230ฉช,none,none,none,none,none,none,none
001692,กธ5343อย,none,none,none,none,none,none,none
001693,กธ6190นว,none,none,none,none,none,none,none
001694,กธ6426ชม,none,none,none,none,none,none,none
001695,กธ6476อย,none,none,none,none,none,none,none
001696,กธ6533นบ,none,none,none,none,none,none,none
001697,กธ6666อด,none,none,none,none,none,none,none
001698,กธ7090นบ,none,none,none,none,none,none,none
001699,กธ7548อย,none,none,none,none,none,none,none
001700,กธ7649อบ,none,none,none,none,none,none,none
001701,กธ7727ชร,none,none,none,none,none,none,none
001702,กธ7893กท,none,none,none,none,none,none,none
001703,กธ8423ลป,none,none,none,none,none,none,none
001704,กธ9914กท,none,none,none,none,none,none,none
001705,กธ9927ชร,none,none,none,none,none,none,none
001706,กธ9976ชร,none,none,none,none,none,none,none
001707,กธ9979นบ,none,none,none,none,none,none,none
001708,กน1121สข,none,none,none,none,none,none,none
001709,กน1128ชบ,none,none,none,none,none,none,none
001710,กน124กท,none,none,none,none,none,none,none
001711,กน1495ฉช,none,none,none,none,none,none,none
001712,กน1775ชร,none,none,none,none,none,none,none
001713,กน1966ขก,none,none,none,none,none,none,none
001714,กน196กท,none,none,none,none,none,none,none
001715,กน2019ชร,none,none,none,none,none,none,none
001716,กน2290นศ,none,none,none,none,none,none,none
001717,กน2650ชร,none,none,none,none,none,none,none
001718,กน2896ชร,none,none,none,none,none,none,none
001719,กน2945พล,none,none,none,none,none,none,none
001720,กน3803ลบ,none,none,none,none,none,none,none
001721,กน396กท,none,none,none,none,none,none,none
001722,กน4288นบ,none,none,none,none,none,none,none
001723,กน4654นศ,none,none,none,none,none,none,none
001724,กน4866ชร,none,none,none,none,none,none,none
001725,กน5044นศ,none,none,none,none,none,none,none
001726,กน548นศ,none,none,none,none,none,none,none
001727,กน577นศ,none,none,none,none,none,none,none
001728,กน5883นฐ,none,none,none,none,none,none,none
001729,กน6520อบ,none,none,none,none,none,none,none
001730,กน6603ชม,none,none,none,none,none,none,none
001731,กน7660อย,none,none,none,none,none,none,none
001732,กน8010ชร,none,none,none,none,none,none,none
001733,กน85กท,none,none,none,none,none,none,none
001734,กน9649ชบ,none,none,none,none,none,none,none
001735,กน970นว,none,none,none,none,none,none,none
001736,กน9854กท,none,none,none,none,none,none,none
001737,กบ1521ชร,none,none,none,none,none,none,none
001738,กบ1529อย,none,none,none,none,none,none,none
001739,กบ1532นฐ,none,none,none,none,none,none,none
001740,กบ1559กท,none,none,none,none,none,none,none
001741,กบ1937ชร,none,none,none,none,none,none,none
001742,กบ1973ชม,none,none,none,none,none,none,none
001743,กบ2188กท,none,none,none,none,none,none,none
001744,กบ2188นฐ,none,none,none,none,none,none,none
001745,กบ3583กท,none,none,none,none,none,none,none
001746,กบ3583นศ,none,none,none,none,none,none,none
001747,กบ4027นฐ,none,none,none,none,none,none,none
001748,กบ4308ขก,none,none,none,none,none,none,none
001749,กบ4457นฐ,none,none,none,none,none,none,none
001750,กบ4596ชร,none,none,none,none,none,none,none
001751,กบ4677นว,none,none,none,none,none,none,none
001752,กบ4756ลบ,none,none,none,none,none,none,none
001753,กบ5012ปจ,none,none,none,none,none,none,none
001754,กบ5042นฐ,none,none,none,none,none,none,none
001755,กบ5221นบ,none,none,none,none,none,none,none
001756,กบ5492ชร,none,none,none,none,none,none,none
001757,กบ5601นฐ,none,none,none,none,none,none,none
001758,กบ5624กท,none,none,none,none,none,none,none
001759,กบ5699อย,none,none,none,none,none,none,none
001760,กบ5893สฎ,none,none,none,none,none,none,none
001761,กบ6339รบ,none,none,none,none,none,none,none
001762,กบ6433สฎ,none,none,none,none,none,none,none
001763,กบ6447ลบ,none,none,none,none,none,none,none
001764,กบ648สบ,none,none,none,none,none,none,none
001765,กบ6525พล,none,none,none,none,none,none,none
001766,กบ656อย,none,none,none,none,none,none,none
001767,กบ7086นฐ,none,none,none,none,none,none,none
001768,กบ7129อย,none,none,none,none,none,none,none
001769,กบ7222นบ,none,none,none,none,none,none,none
001770,กบ7252นว,none,none,none,none,none,none,none
001771,กบ7456ลบ,none,none,none,none,none,none,none
001772,กบ7622นฐ,none,none,none,none,none,none,none
001773,กบ8560รย,none,none,none,none,none,none,none
001774,กบ8801ชร,none,none,none,none,none,none,none
001775,กบ9161นศ,none,none,none,none,none,none,none
001776,กบ9640พล,none,none,none,none,none,none,none
001777,กบ9773นฐ,none,none,none,none,none,none,none
001778,กพ1321นบ,none,none,none,none,none,none,none
001779,กพ1423นบ,none,none,none,none,none,none,none
001780,กพ1445พย,none,none,none,none,none,none,none
001781,กพ2045สข,none,none,none,none,none,none,none
001782,กพ2061นฐ,none,none,none,none,none,none,none
001783,กพ229นฐ,none,none,none,none,none,none,none
001784,กพ3141กท,none,none,none,none,none,none,none
001785,กพ3297นศ,none,none,none,none,none,none,none
001786,กพ3600พล,none,none,none,none,none,none,none
001787,กพ3641สบ,none,none,none,none,none,none,none
001788,กพ4461ชบ,none,none,none,none,none,none,none
001789,กพ4721นฐ,none,none,none,none,none,none,none
001790,กพ4822นศ,none,none,none,none,none,none,none
001791,กพ5033กท,none,none,none,none,none,none,none
001792,กพ506ชร,none,none,none,none,none,none,none
001793,กพ6691นว,none,none,none,none,none,none,none
001794,กพ7487กท,none,none,none,none,none,none,none
001795,กพ7675นฐ,none,none,none,none,none,none,none
001796,กพ8068ลบ,none,none,none,none,none,none,none
001797,กพ80กท,none,none,none,none,none,none,none
001798,กพ8652ชร,none,none,none,none,none,none,none
001799,กพ8905ภก,none,none,none,none,none,none,none
001800,กพ9052นฐ,none,none,none,none,none,none,none
001801,กพ9100ชม,none,none,none,none,none,none,none
001802,กม1209อย,none,none,none,none,none,none,none
001803,กม1496ชร,none,none,none,none,none,none,none
001804,กม1531นฐ,none,none,none,none,none,none,none
001805,กม1826นว,none,none,none,none,none,none,none
001806,กม1907นฐ,none,none,none,none,none,none,none
001807,กม2084นบ,none,none,none,none,none,none,none
001808,กม2385ภก,none,none,none,none,none,none,none
001809,กม2517ชร,none,none,none,none,none,none,none
001810,กม2558นฐ,none,none,none,none,none,none,none
001811,กม2804นศ,none,none,none,none,none,none,none
001812,กม3319นฐ,none,none,none,none,none,none,none
001813,กม3592ชร,none,none,none,none,none,none,none
001814,กม3822นฐ,none,none,none,none,none,none,none
001815,กม4544นบ,none,none,none,none,none,none,none
001816,กม5214กท,none,none,none,none,none,none,none
001817,กม5972นบ,none,none,none,none,none,none,none
001818,กม6167ชบ,none,none,none,none,none,none,none
001819,กม7043นฐ,none,none,none,none,none,none,none
001820,กม7312พล,none,none,none,none,none,none,none
001821,กม751ชร,none,none,none,none,none,none,none
001822,กม756นบ,none,none,none,none,none,none,none
001823,กม7665สฎ,none,none,none,none,none,none,none
001824,กม7938นบ,none,none,none,none,none,none,none
001825,กม8232นบ,none,none,none,none,none,none,none
001826,กม8316นฐ,none,none,none,none,none,none,none
001827,กม8608ภก,none,none,none,none,none,none,none
001828,กม9828สฎ,none,none,none,none,none,none,none
001829,กย1099กท,none,none,none,none,none,none,none
001830,กย1099นบ,none,none,none,none,none,none,none
001831,กย123ชม,none,none,none,none,none,none,none
001832,กย1999นบ,none,none,none,none,none,none,none
001833,กย2230อย,none,none,none,none,none,none,none
001834,กย2678นฐ,none,none,none,none,none,none,none
001835,กย3473อย,none,none,none,none,none,none,none
001836,กย3583ชม,none,none,none,none,none,none,none
001837,กย3758รย,none,none,none,none,none,none,none
001838,กย4191นฐ,none,none,none,none,none,none,none
001839,กย475นฐ,none,none,none,none,none,none,none
001840,กย4825พย,none,none,none,none,none,none,none
001841,กย4982นบ,none,none,none,none,none,none,none
001842,กย57นศ,none,none,none,none,none,none,none
001843,กย5835นบ,none,none,none,none,none,none,none
001844,กย58กท,none,none,none,none,none,none,none
001845,กย6240กท,none,none,none,none,none,none,none
001846,กย6294ขก,none,none,none,none,none,none,none
001847,กย6420ชร,none,none,none,none,none,none,none
001848,กย6420พย,none,none,none,none,none,none,none
001849,กย7098ชม,none,none,none,none,none,none,none
001850,กย731ชม,none,none,none,none,none,none,none
001851,กย7619กท,none,none,none,none,none,none,none
001852,กย8051นบ,none,none,none,none,none,none,none
001853,กย9341ชม,none,none,none,none,none,none,none
001854,กย9460ชบ,none,none,none,none,none,none,none
001855,กย9598ชบ,none,none,none,none,none,none,none
001856,กย9788พล,none,none,none,none,none,none,none
001857,กย9995สข,none,none,none,none,none,none,none
001858,กร1513นบ,none,none,none,none,none,none,none
001859,กร2191ชม,none,none,none,none,none,none,none
001860,กร3759สฎ,none,none,none,none,none,none,none
001861,กร478นบ,none,none,none,none,none,none,none
001862,กร5012นบ,none,none,none,none,none,none,none
001863,กร5199นศ,none,none,none,none,none,none,none
001864,กร59709,none,none,none,none,none,none,none
001865,กร6791นบ,none,none,none,none,none,none,none
001866,กร7604ชร,none,none,none,none,none,none,none
001867,กร8611ขก,none,none,none,none,none,none,none
001868,กร9458อบ,none,none,none,none,none,none,none
001869,กร9932นบ,none,none,none,none,none,none,none
001870,กล151นบ,none,none,none,none,none,none,none
001871,กล1611ชม,none,none,none,none,none,none,none
001872,กล1854ชบ,none,none,none,none,none,none,none
001873,กล1975นบ,none,none,none,none,none,none,none
001874,กล2352ขก,none,none,none,none,none,none,none
001875,กล347รย,none,none,none,none,none,none,none
001876,กล4599นบ,none,none,none,none,none,none,none
001877,กล4822รย,none,none,none,none,none,none,none
001878,กล5528นบ,none,none,none,none,none,none,none
001879,กล5869ชบ,none,none,none,none,none,none,none
001880,กล5955นบ,none,none,none,none,none,none,none
001881,กล7915นม,none,none,none,none,none,none,none
001882,กล8598ชบ,none,none,none,none,none,none,none
001883,กล8670นม,none,none,none,none,none,none,none
001884,กล9806รย,none,none,none,none,none,none,none
001885,กว1196นบ,none,none,none,none,none,none,none
001886,กว2192นบ,none,none,none,none,none,none,none
001887,กว2215กท,none,none,none,none,none,none,none
001888,กว2246ชบ,none,none,none,none,none,none,none
001889,กว2688นบ,none,none,none,none,none,none,none
001890,กว2709ชบ,none,none,none,none,none,none,none
001891,กว3895ชบ,none,none,none,none,none,none,none
001892,กว6512ชบ,none,none,none,none,none,none,none
001893,กว758กท,none,none,none,none,none,none,none
001894,กว7887ชม,none,none,none,none,none,none,none
001895,กว8050สข,none,none,none,none,none,none,none
001896,กว8054กท,none,none,none,none,none,none,none
001897,กษ1037ขก,none,none,none,none,none,none,none
001898,กษ2105ชม,none,none,none,none,none,none,none
001899,กษ341ชม,none,none,none,none,none,none,none
001900,กษ5168ชม,none,none,none,none,none,none,none
001901,กษ6574ขก,none,none,none,none,none,none,none
001902,กษ7009ชบ,none,none,none,none,none,none,none
001903,กษ7292ขก,none,none,none,none,none,none,none
001904,กษ7296ขก,none,none,none,none,none,none,none
001905,กษ8090ชม,none,none,none,none,none,none,none
001906,กษ9828ขก,none,none,none,none,none,none,none
001907,กษต491ฉช,none,none,none,none,none,none,none
001908,กส258กท,none,none,none,none,none,none,none
001909,กส5826กท,none,none,none,none,none,none,none
001910,กห2296ชม,none,none,none,none,none,none,none
001911,กห383ชม,none,none,none,none,none,none,none
001912,กห8224ชม,none,none,none,none,none,none,none
001913,กห9161ชม,none,none,none,none,none,none,none
001914,กห9689ชม,none,none,none,none,none,none,none
001915,กอ1113ชบ,none,none,none,none,none,none,none
001916,กอ1289ชบ,none,none,none,none,none,none,none
001917,กอ4979ชม,none,none,none,none,none,none,none
001918,กอ7094นม,none,none,none,none,none,none,none
001919,กอ7294ชม,none,none,none,none,none,none,none
001920,กอ9044นม,none,none,none,none,none,none,none
001921,กอ9728ชบ,none,none,none,none,none,none,none
001922,กฮ3583ชม,none,none,none,none,none,none,none
001923,ข5789สป,none,none,none,none,none,none,none
001924,ข5805ลบ,none,none,none,none,none,none,none
001925,ขก1393ชม,none,none,none,none,none,none,none
001926,ขก1936ขก,none,none,none,none,none,none,none
001927,ขก2647ชม,none,none,none,none,none,none,none
001928,ขก3670ชม,none,none,none,none,none,none,none
001929,ขก4189ขก,none,none,none,none,none,none,none
001930,ขก4878สข,none,none,none,none,none,none,none
001931,ขก7864กท,none,none,none,none,none,none,none
001932,ขก7864ชบ,none,none,none,none,none,none,none
001933,ขก9022ชม,none,none,none,none,none,none,none
001934,ขข5697ชบ,none,none,none,none,none,none,none
001935,ขข7708ชบ,none,none,none,none,none,none,none
001936,ขข9313ชบ,none,none,none,none,none,none,none
001937,ขค2139นพ,none,none,none,none,none,none,none
001938,ขค23169,none,none,none,none,none,none,none
001939,ขค2321ชบ,none,none,none,none,none,none,none
001940,ขค2797กท,none,none,none,none,none,none,none
001941,ขค2857ชบ,none,none,none,none,none,none,none
001942,ขค5100ชม,none,none,none,none,none,none,none
001943,ขง3328ชบ,none,none,none,none,none,none,none
001944,ขง483นม,none,none,none,none,none,none,none
001945,ขง8076ชบ,none,none,none,none,none,none,none
001946,ขจ4841ชบ,none,none,none,none,none,none,none
001947,ขจ5970นม,none,none,none,none,none,none,none
001948,ขจ621ชม,none,none,none,none,none,none,none
001949,ขจ6802สข,none,none,none,none,none,none,none
001950,ขจ6899ชบ,none,none,none,none,none,none,none
001951,ขจ7846ชบ,none,none,none,none,none,none,none
001952,ขจ884กท,none,none,none,none,none,none,none
001953,ขจ884ชบ,none,none,none,none,none,none,none
001954,ขจ8892ชม,none,none,none,none,none,none,none
001955,ขฉ3175กท,none,none,none,none,none,none,none
001956,ขฉ5137ชม,none,none,none,none,none,none,none
001957,ขฉ5522ชม,none,none,none,none,none,none,none
001958,ขฉ5522ชร,none,none,none,none,none,none,none
001959,ขฉ5572นม,none,none,none,none,none,none,none
001960,ขฉ65159,none,none,none,none,none,none,none
001961,ขฉ7606ชบ,none,none,none,none,none,none,none
001962,ขฉ8289ชบ,none,none,none,none,none,none,none
001963,ขฉ9190ชบ,none,none,none,none,none,none,none
001964,ขต1245ชม,none,none,none,none,none,none,none
001965,ขต1805ชม,none,none,none,none,none,none,none
001966,ขต2272ชบ,none,none,none,none,none,none,none
001967,ขต2411ชม,none,none,none,none,none,none,none
001968,ขต2707ชบ,none,none,none,none,none,none,none
001969,ขต3674ชม,none,none,none,none,none,none,none
001970,ขต4785พย,none,none,none,none,none,none,none
001971,ขต5323ชม,none,none,none,none,none,none,none
001972,ขต5873ชบ,none,none,none,none,none,none,none
001973,ขต8811กท,none,none,none,none,none,none,none
001974,ขต9160ชม,none,none,none,none,none,none,none
001975,ขท2732ชม,none,none,none,none,none,none,none
001976,ขท2805กท,none,none,none,none,none,none,none
001977,ขท2805ชม,none,none,none,none,none,none,none
001978,ขท3279นม,none,none,none,none,none,none,none
001979,ขท3900ชม,none,none,none,none,none,none,none
001980,ขท448ชบ,none,none,none,none,none,none,none
001981,ขท4710ชม,none,none,none,none,none,none,none
001982,ขท6203ชม,none,none,none,none,none,none,none
001983,ขท7828ชม,none,none,none,none,none,none,none
001984,ขท9316ชม,none,none,none,none,none,none,none
001985,ขท95699,none,none,none,none,none,none,none
001986,ขธ327ขก,none,none,none,none,none,none,none
001987,ขธ5995ชม,none,none,none,none,none,none,none
001988,ขน168414,none,none,none,none,none,none,none
001989,ขน2922ชม,none,none,none,none,none,none,none
001990,ขน4540ชบ,none,none,none,none,none,none,none
001991,ขน4618กท,none,none,none,none,none,none,none
001992,ขน4695นม,none,none,none,none,none,none,none
001993,ขน5921กท,none,none,none,none,none,none,none
001994,ขน5921สข,none,none,none,none,none,none,none
001995,ขน6830ชม,none,none,none,none,none,none,none
001996,ขน7323ชม,none,none,none,none,none,none,none
001997,ขน8276ชม,none,none,none,none,none,none,none
001998,ขน9020ชม,none,none,none,none,none,none,none
001999,ขพ1677ชม,none,none,none,none,none,none,none
002000,ขพ1739ชบ,none,none,none,none,none,none,none
002001,ขพ2554ชม,none,none,none,none,none,none,none
002002,ขพ2932ชม,none,none,none,none,none,none,none
002003,ขพ3591นม,none,none,none,none,none,none,none
002004,ขพ5759ชบ,none,none,none,none,none,none,none
002005,ขพ5901ชบ,none,none,none,none,none,none,none
002006,ขพ9101ชม,none,none,none,none,none,none,none
002007,ขพ9149ชบ,none,none,none,none,none,none,none
002008,ขม1937ชม,none,none,none,none,none,none,none
002009,ขม2922ชม,none,none,none,none,none,none,none
002010,ขม4257ชบ,none,none,none,none,none,none,none
002011,ขม441ชบ,none,none,none,none,none,none,none
002012,ขม443ชบ,none,none,none,none,none,none,none
002013,ขม4441ชบ,none,none,none,none,none,none,none
002014,ขม7291ชบ,none,none,none,none,none,none,none
002015,ขม750รอ,none,none,none,none,none,none,none
002016,ขม7630ชม,none,none,none,none,none,none,none
002017,ขม7936ชม,none,none,none,none,none,none,none
002018,ขม861ชม,none,none,none,none,none,none,none
002019,ขม9154ชบ,none,none,none,none,none,none,none
002020,ขย227ชม,none,none,none,none,none,none,none
002021,ขย2750ชม,none,none,none,none,none,none,none
002022,ขย328ชบ,none,none,none,none,none,none,none
002023,ขย5125กท,none,none,none,none,none,none,none
002024,ขย6203ชม,none,none,none,none,none,none,none
002025,ขย6721ชบ,none,none,none,none,none,none,none
002026,ขย7005ชบ,none,none,none,none,none,none,none
002027,ขย8102ชม,none,none,none,none,none,none,none
002028,ขร1003ชม,none,none,none,none,none,none,none
002029,ขร1033ชม,none,none,none,none,none,none,none
002030,ขร1713ชบ,none,none,none,none,none,none,none
002031,ขร1788ชบ,none,none,none,none,none,none,none
002032,ขร2167ชบ,none,none,none,none,none,none,none
002033,ขร8154ชม,none,none,none,none,none,none,none
002034,ขร8988ชบ,none,none,none,none,none,none,none
002035,ขร983นศ,none,none,none,none,none,none,none
002036,ขล1961ชบ,none,none,none,none,none,none,none
002037,ขล1963ชบ,none,none,none,none,none,none,none
002038,ขล2105ชม,none,none,none,none,none,none,none
002039,ขล5029ชบ,none,none,none,none,none,none,none
